,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK
9705,Coco Bambu Brasília Shopping,0,5,2013-1-1,2013-9-17,O Coco Bambu é um lugar que não pode estar fora da sua lista quando for a Brasília. Comida deliciosa e bom atendimento. O preço é justo e a quantidade de comida sobra para dois. Peça o camarão internacional ou o buffet do almoço.,Delícía demais,luizfelippez
171112,Coco Bambu Lago Sul,0,5,2017-5-1,2017-5-12,"Comida sempre muito bem feita, e acompanhada de um atendimento muito bom (atendente MAXWELL). Volto 1000 vezes...",Comida impecável e atendimento ímpar,Moisés E
161421,Coco Bambu - Dom Pastel,0,5,2021-9-1,2021-9-24,"Atendimento impecável do garçom Mário Sérgio. Prato delicioso, ambiente muito agradável. Jantar incrível.",Jantar Viagem,luhbento
114186,Coco Bambu Frutos do Mar,1,5,2020-1-1,2020-1-27,"Fui atendida pelo Reginaldo, tomamos um chopp e uma caipirinha de frutas vermelhas (maravilhosa) jantamos um  Spagetti com molho vermelho e fechamos com chave de ouro",Encontro familiar,O9267QMraquelc
82579,Coco Bambu Bahia,0,5,2019-8-1,2019-8-24,"Excelente atendimento, lugar perfeito em família!!! Espaço kids maravilho ambiente millll 🎉🥰❤️🎂🎊🎊🎊🎊🎊🙏🙏🥰🥰🥰🥰🥰",Festa 🎉🎉,Y6506MAmarcelaa
9587,Coco Bambu Londrina,0,5,2019-10-1,2019-11-26,"Ótimo atendimento, comida excelente. A brinquedoteca é cobrada à parte mas é muito pequena: fomos almoçar dois dias depois da inauguração, não tinha muita gente mas já tinha cinco crianças, e com mais uma ou duas já ficaria cheia. Com certeza não dará conta nos...Mais",Ótimo,mtsuzuki
187591,Coco Bambu Lago Sul,0,5,2017-4-1,2017-4-12,"Adorei o lugar, ambiente agradável, atendimento excelente, comida perfeita! Fomos atendidos com a maior atenção, educação e respeito.  O garçom Lidinaldo que nos atendeu nos deixou muito á vontade.",Restaurante maravilhoso,Nane P
113877,Coco Bambu,0,5,2017-2-1,2017-2-15,"Excelente atendimento,  comida de ótima qualidade e bastante farta. Ambiente elegante e confortável. Preços justos.",Ótimo restaurante,Edilberto C
67135,Coco Bambu Porto Alegre,1,5,2018-1-1,2018-1-17,Adoramos o restaurante. Desde as entradas ate o prato principal. A sobremesa incrivelmente sugerida pelo garcom william ceara! Super recomendo!,Excelente,amanda q
35988,Coco Bambu Vila Velha,0,5,2017-9-1,2017-9-17,"Conheci o Coco Bambu de Vila Velha e achei tudo excelente, desde a estrutura, os garçons, atendimento... Já fui em Fortaleza e Brasília fiquei em dúvida qto a cardápio, mas são todos padrão. Fiquei muito feliz porque não saiu do esperado, como a experiência nas...Mais",Padrão Coco Bambu,Eduarda_Barcelos
125334,Coco Bambu,0,5,2019-1-1,2019-1-26,"Nota 1.000 para o restaurante em todos os quesitos, incluindo o atendimento da garçonete Joice. Parabéns",Aniversário,346luizaugustog
23029,Coco Bambu,0,5,2019-6-1,2019-6-9,"Atendimento excelente, muito atenciosos, fácil acesso, ótima indicação e local seguro! Com certeza voltaremos :)",Happy hour,Gabrielled635
38110,Coco Bambu Meireles,0,5,2014-8-1,2014-11-4,"Ambiente super agradável com vista para o mar, confortável, excelente opções de prato e atendimento de qualidade.",Muito bom,mailsontavora
102949,Coco Bambu Ribeirao Preto,0,5,2022-5-1,2022-5-27,"Atendido pelo Rafa! Sensacional, muito simpático  Comida de qualidade! Espaço kids, excelente atendimento.",Muito bom!,marcelonA5095CT
23923,Coco Bambu Lago Sul,0,5,2018-1-1,2018-1-29,"Ótimo atendimento, e uma sugestão maravilhosa de sobremesa do garçom Diones!!! Um cooke top da casa feito na hora!!!",Jantar ,jerisrael l
27275,Coco Bambu Lago Sul,0,4,2015-10-1,2016-4-25,"O restaurante está sempre cheio, é barulhento e a música ambiente é alta. A comida é gostosa e, dependendo do prato, ele serve mais de duas pessoas. Já aconteceu de irmos duas vezes e faltar a luz, impossibilitando a cozinha de servir pratos e termos...Mais",Comida gostosa,Ana Claudia N
62165,Coco Bambu Vitória,0,5,2022-6-1,2022-6-8,Super excelente. Principalmente o atendimento do Atilia. A comida veio super rápido e deliciosa………..,Aniversário,U2036XBthaisb
5945,Coco Bambu Conceito Vila Olímpia,2,5,2019-7-1,2019-8-6,"Fomos surpreendidos com a inauguração recente desse novo modelo do restaurante Coco Bambu. Andando pelo shopping Vila Olimpia resolvemos conhecer. Os atendentes são extremamente educados e atenciosos, num nível acima do comum. Conhecem muito bem o cardápio e dão sugestões. Existem as promoções que ficam...Mais",novo restaurante com a mesma comida boa e excelente atendimento,gabriefiw
119340,Coco Bambu JK,2,2,2020-2-1,2020-3-21,O atendimento muito lento e indeciso  Não sabia espricar as dúvidas que eu tinha precisa treinar os garçons comida nada de especial não recomendo não voltarei.,Normal nada demais,claudiomercearia
161825,Coco Bambu Guarulhos,0,5,2020-10-1,2020-10-3,"Funcionários super atenciosos, em especial o Maitre Bruno que nos prestou um excelente atendimento, com um humor incrível!! Comida extremamente boa!! Com certeza, voltaremos!!",Jantar em família - aniversário ,15tamirisa
168895,Coco Bambu,0,5,2018-10-1,2018-10-22,"Atendimento  do Garcon Guilherme excelente. Prato muito bem servido: Camarão Internacional, delicioso👏👏",Delícia de segunda,RobertoBonfim
148006,Coco Bambu Iguatemi Fortaleza,2,5,2022-1-1,2022-1-30,"Excelente atendimento e comida! Musica boa, parque sensacional. Atendimento pelo Constantino de excelente qualidade.",Jantar,Hully C
140469,Coco Bambu Meireles,0,4,2013-6-1,2013-11-15,"Boa opção para quem gosta de frutos do mar. Das entradas à sobremesa, passando pelo prato principal, tudo impecável. Vale a pena conferir,",Frutos do mar em Fortaleza,N3307DCmariag
172032,Coco Bambu Anália Franco,0,5,2019-11-1,2019-11-16,"Música boa, prato ótimo sirigado com Camarões. Fomos atendidos pelo garçom Flávio e tivemos um excelente atendimento.",Almoço de sábado,Jonatas B
180583,Coco Bambu Brasília Shopping,0,5,2021-10-1,2021-10-26,"Ótimo atendimento  Garçons Silva, Genilton e Luscreudo foram mt prestativos  Recomendo esse restaurante",Almoço,natália r
56846,Coco Bambu Frutos do Mar,1,5,2018-4-1,2018-4-17,"Ambiente lindo. Garçons atenciosos. Comida fantástica. Bebidas deliciosas. Procure chegar antes das 20 horas, pois tem happy hour com ótimas promoções. Pra quem está em Fortaleza, vale muito a pena vir nesse lugar. Com certeza irá querer repetir",Obrigatório conhecer,Cassio_b_rolante
115825,Coco Bambu Vila Velha,0,5,2018-3-1,2018-3-21,"Excelente atendimento e serviço, lindo lugar, comida maravilhosa, ambiente super agradável, aconchegante, música ao vivo maravilhosa. Ótimo para casal romantico.",Lugar maravilhoso,sylvinhamara
18996,Coco Bambu - Dom Pastel,0,5,2017-8-1,2017-8-6,Todos os aniversários da nossa família comemoramos nesse restaurante. A última experiência foi excelente! Fomos atendidos pelo Igor.,Todo aniversário da nossa família comemoramos aqui! ,nailaneb
135903,Coco Bambu Market Place,2,5,2016-8-1,2016-8-14,"Restaurante um pouco caro, mas vale a pena. Em média os pratos de camarão custam de R$120 a R$190.            Serviço excelente!",Muito bom!,Visfon
133279,Coco Bambu Lago Sul,1,5,2018-8-1,2018-11-19,"Neste restaurante o acongego é primordial, os pratos mais procurados são os filés de tilapia sempre grelhados, acompanhados de camadas de batatas,arroz branco,alcaparras,salsinha,fazerm tambem com crosta de alho  pesto de cebola caramelizada e outros. amo.",Sabor inconfundivel!,Escape800333
30455,Coco Bambu - Dom Pastel,0,5,2018-5-1,2018-5-15,Gostei muito! Ambiente agradável com comida deliciosa. Também fui bem atendido pelo atencioso garçom Jonceliano.,Ótimo!!!,Eduardo B
65761,Coco Bambu Brasília Shopping,3,5,2017-11-1,2017-11-10,"Bom atendimento, boa comida e ambiente legal! Fica perto dos hotéis da zona norte. Vale a vinda! 👍👍👍",Muito bom!,isadoramadalosso
187913,Coco Bambu Anhembi,0,5,2018-2-1,2018-2-21,"Lugar delicioso,comida nota 1000 ambiente familiar, atendimento incrível, todos os funcionários atenciosos e carinhosos super recomendo garçom Ronaldo super educado,simpático, atenção nota 10!!!",Dez anos juntos,MARCIO o
33116,Coco Bambu Bahia,1,4,2017-3-1,2017-3-5,"Já fui em várias unidades do restaurante. O que mais me impressiona é o padrão alcançado em todas. Gosto muito do serviço, e acho a comida impecável. Único defeito é que em Salvador achei que demorou bem mais para chegar o prato, quando comparado com...Mais",O padrão coco bambu,stealana
149118,Coco Bambu Lago Sul,1,5,2016-4-1,2016-4-20,"O local é bem agradável e dependendo da mesa tem uma linda vista! O atendimento é correto e o ponto alto na minha avaliação é a qualidade e quantidade de alguns pratos, o Camarão Internacional por exemplo serve 4 pessoas tranquilamente e é delicioso!",Quantidade e qualidade!,Antonio Carlos M
54835,Coco Bambu,0,5,2021-11-1,2021-11-14,"Comida maravilhosa, atendimento diferenciado! SEMPRE fomos muito bem recebidos e é sempre a melhor opção para frutos do mar principalmente. Não tem erro!  Feche os olhos e peça, sem medo e seja feliz!   Experimentem a Caipi Coco Frozen no Coco é surreal de Bom!   Recomendo...Mais",Excelente em todos os aspectos!,aliinetavares
14699,Coco Bambu Anhembi,0,4,2017-4-1,2017-4-22,"Já provei alguns pratos, mas meu favorito é o camarão internacional. Muito bem servido mas a comida é pesada.",Bem servido,mo_santana
27870,Coco Bambu Anália Franco,0,5,2019-6-1,2019-6-27,Excelente atendimento do nosso amigo Sousa noite esplêndida comida divina ambiente muito agradável recomendo,Jantar,Marcoalexandre12
405,Coco Bambu Lago Sul,0,5,2017-10-1,2017-10-13,ótimo atendimento garçom Eliomario!! boa indicação e comida excelente. extremamente bem atendido......,excelente opção de almoço,André M
46236,Coco Bambu Brasília Shopping,0,5,2021-2-1,2021-2-27,"Atendimento excelente!! Garçom Domingos muito prestativo, atencioso!! Voltaremos com certeza com a família completa!!",Excelente atendimento!,Brunomac1981
32963,Coco Bambu São Luís,0,5,2018-10-1,2018-10-24,"No de São Luís é a primeira vez que fui e amei. Como sempre a qualidade da comida e bebida é maravilhoso, Terminei minha estadia na cidade com chave de ouro. Comi uma casquinha de carangueijo e depois camarão na moranga divino só não aceitamos...Mais",delícia,490Neila
111753,Coco Bambu Frutos do Mar,0,5,2016-2-1,2016-2-17,"Ainda não consegui escolher um prato ruim. Tudo muito bem feito, atendimento bom e preço dentro do razoável. Chegue cedo.",Sensacional,Saulo M
56331,Coco Bambu SP Market,0,5,2018-11-1,2018-11-6,Ótimo atendimento do garçom Valdo e matre Nice. Tudo perfeito. Adoramos o mimo de aniversário. Jantar em família maravilhoso.,Aniversário da Samanta,Sassabijoux
128201,Coco Bambu Restaurante,0,5,2019-11-1,2019-11-7,Recomendo. Ótimo atendimento. Parabéns pelos profissionais da casa: Garçom Milton e Djan educados e atenciosos.,Aniversário de Amiga,Jussagm
184407,Coco Bambu Conceito Pátio Paulista,0,5,2022-3-1,2022-3-27,"Comida maravilhosa, um excelente serviço. Comemoramos o aniversário da minha irmã e ela chegou a ganhar um bolo. O garçom Marcelino foi muito atencioso. Recomendo a todos.Mais",Excelente serviço,904katian
60027,Coco Bambu Lago Sul,0,3,2016-8-1,2016-8-10,"Ambiente muito bom. Vista espetacular. Variedades de pratos. Preço razoável. Não ocasião pedimos o prato ""canoa quebrada"" que estava muito bom. Só dei azar pois escolhi um domingo muito movimentado. Tinha fila de espera. No mais recomendo.",Agradável,Cídiney Z
121083,Coco Bambu Lago Sul,0,5,2016-12-1,2016-12-12,Excelente atendimento com um infraestrutura sem comparação com uma linda vista para o lago paranoá. Comida muito gostosa!!! Super recomendo!!!,Excelente!,danielam797
87006,Coco Bambu JK,0,4,2016-1-1,2016-1-17,"Boas porções, pratos com qualidade e ambiente agradável. Algumas vezes está muito cheio e isso da uma desanimada ainda mais se estiver com grupos grandes.",Bom e com preços justos ,lcomazzetto
151600,Coco Bambu JK,1,5,2015-12-1,2016-6-11,"O restaurante Coco Bambu é muito agradável, com um cardápio excelente em frutos do mar  e ótima comida.",Diferenciado!,Victor A
124838,Coco Bambu Santo André,0,5,2019-8-1,2019-8-7,"Thiago Luiz nosso garçom,muito eficiente,atencioso,simpático.foi o melhor Maitre Braga Muito bom, excelente no que faz. Amei minha estadia com vcs...Super indico",Atendimento excelente,so_martimiano
176551,Coco Bambu Frutos do Mar,1,5,2017-4-1,2017-5-24,"Restaurante com bom atendimento, com comida maravilhosa e boas instalações, boa localização, moderno",almoço em família,cristiner824
49900,Coco Bambu - Dom Pastel,0,5,2017-7-1,2017-7-19,"Estive no começo do mês nesse restaurante, fui atendida pelo garçom chamado: Wenderson, super simpático e simples. Fiquei encantada com a comida, promoções excelentes e o atendimento nem se fala. Super Recomendo!!!",Excelente. Atendimento fora do normal. ,Lallis F
129984,Coco Bambu Anhembi,2,5,2017-3-1,2017-8-9,"Restaurante amplo, boa decoração, atendimento perfeito, rapidez no atendimento, estacionamento, ótimo custo benefício.",Restaurante,Luis Américo A
7837,Coco Bambu JK,0,4,2019-2-1,2019-2-1,"A comida é incrível e veio super rápido! O atendimento é ótimo, garçons mto solícitos mas é bem devagar... do tipo q você tem q ficar fazendo sinal um tempão pra alguém vir. Ficamos esperando mesa no hall e um garçom aparecia a cada 5...Mais",Comida maravilhosa e atendimento lento,ludhianapaiva
22344,Coco Bambu Campinas,0,3,2018-10-1,2018-11-6,A comida é razoável  O atendimento fica a desejar A limpeza das mesas deveria ser feita por outra pessoa que não fosse o garçom,Coco bambu,fatimanadelicci
71906,Coco Bambu Ribeirao Preto,1,4,2015-1-1,2015-1-21,"Restaurante especial no Shopping Iguatemi Ribeirão Preto, atendimento de primeira, pratos elaborados e fartos, recomendo a visita",excelente,particularrenato
71809,Coco Bambu Anhembi,2,5,2019-10-1,2019-10-29,"Consultamos a indicação do restaurante no site da tripadvisor e as recomendações eram excelentes. Pretendiamos visitar o estabelecimento em uma data específica, no entanto, a reserva on line não estava disponível. Escrevemos um e-mail no site do coco bambu descrevendo a dificuldade de reserva. Logo...Mais",Atendimento antes da visita sensacional,lepostali
63599,Coco Bambu Campinas,0,5,2017-7-1,2017-7-21,"Lugar agradável, bonito, com garçons bem preparados, gentis, simpáticos. Música brasileira de bom nível apresentada por um artista local. A comida é excelente e a sobremesa divina. Atendimento de classe proporcionado pelo Sr. Orlando.",Em busca do prazer de comer.,Ercilio C
91433,Coco Bambu Meireles,0,5,2018-4-1,2018-4-27,Somos cliente há anos. Nota 1000! Sempre sendo muito bem atendido pelo Isaías e o Brito!! Cardápio mais completo de Fortaleza!!,Excelente!!,Luciano R
101990,Coco Bambu Ribeirao Preto,1,5,2017-9-1,2017-9-14,"Fui comemorar dois anos de casamento com minha esposa e como sempre fomos muito bem atendidos, a comida estava bem apresentada e deliciosa. O ambiente é muito agradável e confortável. A localização dentro do Shopping Iguatemi já nos proporciona comodidade pelo amplo estacionamento e localização....Mais",Ótimo restaurante com atendimento impecável.,Marcos Y
104398,Coco Bambu Anhembi,0,5,2018-6-1,2018-6-11,Ambiente agradável com música boa! Atendimento excelente como sempre! E a comida sempre muito boa !!,Jantar namorados,Jackson C
46251,Coco Bambu Restaurante,0,5,2019-9-1,2019-9-3,Trata-se lugar aconchegante onde você poderá saborear uma deliciosa refeição incluindo também uma excelente sobremesa. Em relação ao ambiente super agradável onde o atendimento sem comentários é nota dez,Bom demais,deusdeditf
147357,Coco Bambu Recife,0,5,2017-9-1,2017-9-9,"Jantei um prato de camarão delicioso (camarão praia de olinda) ao som de boa música! Pra quem gosta de frutos do mar, aqui é o lugar. Adorei os músicos,  excelentes, especialmente nas quintas-feiras, quarteto de jazz, adoro!!",Comida e música excelentes,SueRecife
179116,Coco Bambu Flamboyant,2,5,2020-2-1,2020-2-5,"Ótimo restaurante comida boa e ambiente agradável, Garçons prestativos  e bebidas deliciosas !!!👏🏻👏🏻👏🏻👏🏻",Ótimo restaurante comida boa,jvsilva94
98538,Coco Bambu Brasília Shopping,0,5,2018-6-1,2018-6-3,"Tudo atendeu às expectativas. Ambiente aconchegante, pratos saborosos, ótimo atendimento pelo Maikon e equipe.",Aniversário,PietroC1608
63843,Coco Bambu Bahia,0,4,2015-9-1,2015-9-27,"Ótimas opções de pratos com frutos do mar, e variadas sobremesas, local lindo. Preço um pouco alto mas vale a pena.",Cardápio com muitas opções ,Daniele P
39505,Coco Bambu Sul Restaurante,0,5,2017-2-1,2017-2-2,"O lugar do restaurante é agradavel. Fica á beira mar. A comida uma delícia. Um peixe grelhado com molho de camarão (Peixada Tropical) e uma salada muito farta, pedida à parte. Uma variedade de sucos de fruta muito grande. Vale a pena!",Tudo muito bom. ,angelarenault
132978,Coco Bambu,0,5,2021-10-1,2021-10-21,"Muito bem atendida pelo Alexandre Souza! Voltarei sempre, muito educado e proativo. Espero ser atendida sempre por ele.Mais",Muito agradável,camilag833
82065,Coco Bambu Anhembi,0,5,2018-2-1,2018-2-7,"Ambiente super aconchegante, cardápio bem variado, hoje fomos surpreendidos com música e violão ao vivo mas o destaque fica para o atendimento. Equipe de garçons muito bem treinados, educados, simpáticos e pró ativos! Destaque para o Samuel que veio direto de Fortaleza para abrilhantar a...Mais",Atendimento nota 10!,Amanda B
76827,Coco Bambu Anália Franco,0,5,2019-10-1,2019-10-2,Atendimento do nosso amigo Charles maravilhoso.. Me ajudou a organizar esse jantar especial junto com nosso amigo Julho que deu total atenção..  Mesa reservada em um local muito bom e um musical agradável...  A comida sem palavras...   Muito grato por tudo que nós proporcionou,Um encontro mais que especial,Kevin S
43499,Coco Bambu Águas Claras,2,5,2019-10-1,2019-10-20,"Fomos atendido pelo CLEBER, um atendimento excelente, voltarei lá pelo excelente atendimento dele, super atencioso, educado, sabe tudo sobre vinhos e bebidas, fiquei surpresa.. Adorei comemorar meus 8 anos de casamento no Cocó Bambu sendo atendidos por ele! Pratos e bebidas de melhor qualidade.. Super...Mais",Atendimento maravilhoso! ,gaguc2019
7559,Coco Bambu Campo Grande,0,4,2022-4-1,2022-4-26,"Atendimento, ambiente e comida deliciosa! Wellington atendente muito querido, será um prazer voltar !",Aproveitando oportunidades,adrianaalencastro
77226,Coco Bambu Londrina,0,5,2021-4-1,2021-4-7,"Muito satisfatório o atendimento, cardápio, bebidas e ambiente!!! Primeiro de muitos jantares aqui!!",Aniversário de casamento,567dayannea
32978,Coco Bambu Lago Sul,1,5,2018-8-1,2018-8-21,ótimo atendimento do garçom! um ótimo ambiente é uma ótima comida! lugar perfeito para vim com a família! Garçom Ribeiro,Jantar!,Gabriel C
55927,Coco Bambu Frutos do Mar,0,5,2016-11-1,2016-11-15,Restaurante muito tradicionais e com sabores para todos os gostos. Bom atendimento e deliciosas sobremesas.,Delicioso,isabelefreitas
39452,Coco Bambu Brasília Shopping,1,5,2015-11-1,2015-11-26,O restaurante Coco Bambu nunca decepciona.  Atendimento e comida excelentes. Prepare-se para comer muito. Os pratos são muito bem servidos.,Excelente. Como sempre!,MarcusLM
136927,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-18,Ótimo atendimento do profissional Ronaldo Martins. Os pratos muito bem servidos e no preço justo. Obrigado,Aniversario,Cleilson M
144119,Coco Bambu Bahia,0,5,2019-7-1,2019-7-26,"Muito Bom, da recepção, ao atendimento dos garçons, sem falar no ambiente,refeições e petiscos servidos. Show de bola 👏👏👏👏",Almoço top,Ubiratan  S
150372,Coco Bambu Bahia,1,1,2015-9-1,2015-9-8,"O ambiente é lindo, talvez isso q atraia as pessoas!  Não sei se é padrão, mas não estamos tendo uma boa experiência gastronômica em Salvador! A entrada era linda pra foto... Um pastelão gigante... Na boca o sabor era de massa murcha, q ficou ao...Mais",Péssima comida do início ao fim!,Leo_Rabelo
77799,Coco Bambu Anhembi,1,5,2019-5-1,2019-5-18,"Ótimo, fomos super bem atendidos pelo Nunes, voltaremos em breve, mas com mais familiares e amigos!!",Almoço,Mayara T
97779,Coco Bambu Frutos do Mar,0,5,2016-12-1,2016-12-27,"Ambiente excelente, um atendimento muito cordial, comida bastante farta, há pratos como o camarão internacional que dão para 3 ou 4 pessoas a um preço bastante acessível.",Excelente,C8251YNmarcog
92565,Coco Bambu Frutos do Mar,1,5,2019-8-1,2019-8-31,"Ambiente excelente e o camarão internacional sem explicação. Além, do ótimo atendimento do garçom Noé. Super indico!!",Jantar,Stephany M
118470,Coco Bambu Recife,0,5,2018-10-1,2018-10-14,"Jah fui algumas vezes no coco bamboo, porem no dia de hj, 14/10/2018 Levei minha familia de SC para jantar no coco bamboo, a comida sempre de qualidade, porem neste dia o atendimento do Higor, tricolor de Orobó,foi o melhor de todos as vezes que...Mais",Jantar agradável e melhor atendimento de recife!,Evandro N
166216,Coco Bambu Frutos do Mar,1,5,2022-8-1,2022-8-1,"O garçom Arthur nos atendeu de maneira excelente. Prestativo, atencioso, simpático, educado, excelente",Viagem amigos,Sousareinaldo20
49301,Coco Bambu São Luís,0,5,2016-3-1,2016-3-8,Excelente restaurante com uma ótima estrutura e local só os preços que são bem altos mais vale a pena pra quem quer pagar por um serviço de alta qualidade,Restaurante excelente,AlessandroCosta20
64369,Coco Bambu Frutos do Mar,1,4,2017-1-1,2017-1-29,"Comida muito boa na beira-mar em Meireles (Fortaleza). Pedimos couvert, uma porção de camarões empanados, um peixe (Sirigado) de prato principal, alguns drinks. Tudo muito saboroso e bem servido. Não pedimos sobremesa por estarmos fartos. Voltaremos nas próximas visitas a Fortaleza.",Comida boa. Muito boa.,Rodrigo T
82998,Coco Bambu Frutos do Mar,0,4,2016-1-1,2016-4-25,Adoro comer os pasteis de lagosta e camarão tomando umas caipirinhas na varanda que tem vista para o mar.,Varanda com vista para o mar,Thaíssa A
2890,Coco Bambu Porto Alegre,0,5,2017-10-1,2017-10-4,"Ambiente maravilhoso, comida deliciosa!! Atendimento personalizado! William Borges, super atencioso!!Recomendo!!",Comemorando a vida!!!,Roberta A
36372,Coco Bambu Anália Franco,0,5,2019-12-1,2019-12-14,"O atendimento foi muito bom , e o prato foi incrível ...  Adorei o atendimento do Flávio .. pretendo voltar sempre ...",Jantar com a namorada,261marcelof
8881,Coco Bambu Market Place,1,5,2018-9-1,2018-9-7,Comida excelente com ótima apresentação. Caipirinha e chopp absolutamente no ponto. Serviço excelente do garçom Ailton.,Almoço de aniversário,jcfgsantos
52098,Coco Bambu Meireles,0,5,2017-9-1,2017-9-14,"Peixe a meuniere acompanhado de um bom vinho branco,e cercada por atendimento top dos garçons do music, todos super atenciosos",Amei o music.,Carol D
93545,Coco Bambu Lago Sul,0,4,2014-12-1,2015-2-18,"A comida do Coco Bambu é deliciosa! É caro, mais vale o que paga. O único problema é q está sempre cheio. A espera geralmente é longa. Vou sempre e recomendo. O prato tradicional da casa é o camarão internacional, bem servido e maravilhoso!  Outra...Mais",Restaurante maravilhoso!,LigiaMaria2014
27855,Coco Bambu Vila Velha,0,5,2017-11-1,2017-11-4,"Agradecemos de coração ao excelente atendimento do garçom Lucas que fez toda diferença no nosso jantar!! Obrigada, Lucas!! Voltaremos, sim! E queremos ser atendidos por você! Excelente comida e um ambiente agradável!!!!",Excelência no atendimento que fez a diferença ,Marcelo de Andr... S
113129,Coco Bambu Ribeirao Preto,0,4,2017-3-1,2017-5-27,"Ambiente refinado com excelente atendimento dos garçons. Vista externa muito bacana com árvores ao redor. Serve tanto para ambiente romântico, quanto para jantares em família e corporativos. O preço é cobrado dentro dos padrões do restaurante, alto! O mais agradável da noite na minha opinião...Mais",Vinho da casa Recomendado,davidcN6414SK
77344,Coco Bambu JK,0,5,2018-7-1,2018-7-2,"Excelente ambiente, garçom simpático e prestativo. Comida Boa apesar de certa demora, justificafa pela preparação do prato feito na hora.Comida saborosa. Recomendo!",Aniversario,alcindocabral
165823,Coco Bambu Brasília Shopping,0,5,2016-5-1,2016-5-18,"Até hoje todas as vezes que fui a rede desse restaure a comida sempre está ótima, sempre com ótimos comentários, atendimento bom, comida boa, se nunca comeu em nem um dos restaurante Coco Bambu essa é a hora, tudo no cardápio é bom.",Bom como sempre,ytalanarjjara
92863,Coco Bambu Porto Alegre,1,5,2019-5-1,2019-6-4,"O Coco Bambu de Porto Alegre está à altura dos melhores da rede e da cidade. Pratos e coquetéis excelentes num ambiente bonito e acolhedor. Serviço de primeira. Vale cada centavo, cada minuto lá.","Comida, ambiente e serviço",462ricardog
74250,Coco Bambu Conceito Barigui,1,5,2021-4-1,2021-4-29,"O restaurante é incrível, mas o atendimento do garçom YULIER superou todas as expectativas. Ele fez um excelente atendimento, zero defeitos.Mais",YULIER: atendimento nota mil.,LuizaE50
58118,Coco Bambu Bahia,0,5,2018-6-1,2018-6-6,"Ótimo atendimento dos garçons Reinaldo é Moraes!!! Música  ambiente, comida, tudo excelente!!! Certamente voltaremos.",Restaurante top!!!,Hamilton d
183711,Coco Bambu Anália Franco,0,5,2017-10-1,2017-10-6,"Ótimo atendimento de todos inclusive do Garçom Everaldo. Ambiente Maravilhoso, tranquilo e Comida Deliciosa.",Aniversário de Casamento,Beta1505
109689,Coco Bambu Anhembi,0,5,2022-7-1,2022-7-1,"Gustavo nos atendeu muito bem, nos proporcionou um excelente jantar! Obrigado a todos pela experiência! Certamente voltaremos outras vezes!!",Jantar de aniversário,matheusaO4259VW
69475,Coco Bambu Bahia,0,4,2018-12-1,2018-12-11,A comida é uma delícia. Vale a +e na experimentar o prato  mais famoso Camarão  Internacional. Muito bom atendimento.,Comida excelente!,laiene16
165658,Coco Bambu Brasília Shopping,0,5,2022-5-1,2022-5-5,"Fomos bem atendidos pelo Domingos, recomendo esse restaurante a todos em Brasília que buscam custo benefício",Ótimo Custo benefício,Matheusmmc
22924,Coco Bambu Anália Franco,0,5,2018-6-1,2018-6-23,"Ambiente muito lindo Comida de muita qualidade Uma Boa musica ao vivo  Garçons atenciosos  Destaco o atendimento do garçom Bruno Romão  muito atencioso,educado,carismático Recomendo é procure o ótimo atendimento",Jantar Romântico ,Joao Gomes de F... F
181587,Coco Bambu Frutos do Mar,0,4,2015-11-1,2015-11-15,"Prato generoso para 2 pessoas! Muito saboroso, porém possui coentro e não especificam no cardápio! Como não gosto, tive que separar.",Camarão ao côco,Dayanedm
148333,Coco Bambu Anhembi,0,5,2018-4-1,2018-4-25,"Como sempre superando nossas expectativas! Música  agradável, garçom Cesar muito atencioso e a comida sensacional! Com certeza  o melhor  restaurante de frutos do mar!  Por esses motivos estamos sempre voltando! Definitivamente vale a pena conhecer!",Data comemorativa ,Jairo P
186845,Coco Bambu Lago Sul,0,5,2018-8-1,2018-8-31,Exelente atendimento do carissimos marcos prato maravilhoso ! Com direito ao s mimos de comemoração de boldas,Comemorações ,Fernando N
178316,Coco Bambu Anhembi,0,5,2018-3-1,2018-3-3,"Ambiente agradável, comida ótima, preços acessíveis, atendimento profissional, simpatia dos garçons, em especial do Val. Nota 10.",Comemoração ,194eleni
183408,Coco Bambu Frutos do Mar,1,4,2017-12-1,2018-1-16,"Comida: Pedimos o bobô de camarão que estava excelente e muito bem servido e uma porção de filé mignon no molho quatro queijos que dá para uma pessoa e que estava excelente também. Atendimento: Bom e rápido. Pratos demoram um pouco, mas nada de mais....Mais",Restaurante ótimo,MaahClemente
113575,Coco Bambu Botafogo Rio,0,5,2020-7-1,2020-7-30,"Fui com minha família comemorar o aniversário do meu esposo,ambiente impecável,tratamento esplêndido,destaque para a funcionária Rose e o gerente Cláudio  muito atenciosos e solícitos,sem falar na comida e sobremesas deliciosos,voltaremos sempre,meu nome é Deliene Castro",Aniversário do meu esposo,Desfrutandoavida23
70857,Coco Bambu Anália Franco,1,5,2018-9-1,2018-9-8,"Um almoço maravilhoso, superou as expectativas minha e da minha namorada. ótimo atendimento, principalmente do Luciano. Ótima comida recomendo a todos",Pedido de Namoro,Michel M
